contact_id,first_name,last_name,email,company_name,lead_created_date,lead_source,contact_created_date,deal_id,deals_sales_rep,deal_amount,deal_stage,deal_created_date,closed_date,activity_id,activities_sales_rep,activity_type,contact_time,response_time,lead_response_time_hours,conversion_rate,clv
13,Darlene,Oconnor,kathleenavila@hotmail.com,Garrett PLC,2025-07-13,Website,2025-07-13,6831,Sarah Jones,8985,Closed Won,2025-01-06,2025-10-30,362.0,Victor Benson MD,Meeting,2025-10-01 07:28:18,2025-10-31 17:36:52,730.1427777777777,0.6666666666666666,17970.0
13,Darlene,Oconnor,kathleenavila@hotmail.com,Garrett PLC,2025-07-13,Website,2025-07-13,6831,Sarah Jones,8985,Closed Won,2025-01-06,2025-10-30,6117.0,Kevin Walsh,Email,2025-03-03 20:37:37,2025-10-31 17:42:11,5805.0761111111115,0.6666666666666666,17970.0
13,Darlene,Oconnor,kathleenavila@hotmail.com,Garrett PLC,2025-07-13,Website,2025-07-13,9572,Samantha Parker,41577,Prospecting,2025-08-08,2025-10-30,362.0,Victor Benson MD,Meeting,2025-10-01 07:28:18,2025-10-31 17:36:52,730.1427777777777,0.0,0.0
13,Darlene,Oconnor,kathleenavila@hotmail.com,Garrett PLC,2025-07-13,Website,2025-07-13,9572,Samantha Parker,41577,Prospecting,2025-08-08,2025-10-30,6117.0,Kevin Walsh,Email,2025-03-03 20:37:37,2025-10-31 17:42:11,5805.0761111111115,0.0,0.0
14,Jermaine,Contreras,pagewillie@yahoo.com,Robertson PLC,2024-02-26,Website,2024-02-26,225,Paul Johnson,13983,Proposal,2025-04-02,2025-10-30,,,,,,,0.0,0.0
14,Jermaine,Contreras,pagewillie@yahoo.com,Robertson PLC,2024-02-26,Website,2024-02-26,506,Rodney Cooper,20740,Closed Won,2025-04-13,2025-10-30,,,,,,,1.0,20740.0
14,Jermaine,Contreras,pagewillie@yahoo.com,Robertson PLC,2024-02-26,Website,2024-02-26,5397,Duane Collins,47938,Qualified,2024-11-10,2025-10-30,,,,,,,0.0,0.0
14,Jermaine,Contreras,pagewillie@yahoo.com,Robertson PLC,2024-02-26,Website,2024-02-26,5490,Daniel Wall,34445,Negotiation,2025-09-02,2025-10-30,,,,,,,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,2570,Erin Ayala,6688,Closed Won,2025-02-26,2025-10-30,663.0,Mr. Derrick Manning,Meeting,2024-12-05 22:21:10,2025-10-31 17:36:23,7915.253611111111,1.0,20064.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,2570,Erin Ayala,6688,Closed Won,2025-02-26,2025-10-30,3797.0,Jessica Hill,Email,2025-08-12 12:03:43,2025-10-31 17:40:46,1925.6175,1.0,20064.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,2570,Erin Ayala,6688,Closed Won,2025-02-26,2025-10-30,5758.0,Cole Collins,Email,2024-11-26 13:35:00,2025-10-31 17:39:45,8140.079166666666,1.0,20064.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,3725,Kimberly Smith,14421,Closed Lost,2024-11-08,2025-10-30,663.0,Mr. Derrick Manning,Meeting,2024-12-05 22:21:10,2025-10-31 17:36:23,7915.253611111111,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,3725,Kimberly Smith,14421,Closed Lost,2024-11-08,2025-10-30,3797.0,Jessica Hill,Email,2025-08-12 12:03:43,2025-10-31 17:40:46,1925.6175,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,3725,Kimberly Smith,14421,Closed Lost,2024-11-08,2025-10-30,5758.0,Cole Collins,Email,2024-11-26 13:35:00,2025-10-31 17:39:45,8140.079166666666,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,9968,Albert Maxwell,44203,Negotiation,2025-06-22,2025-10-30,663.0,Mr. Derrick Manning,Meeting,2024-12-05 22:21:10,2025-10-31 17:36:23,7915.253611111111,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,9968,Albert Maxwell,44203,Negotiation,2025-06-22,2025-10-30,3797.0,Jessica Hill,Email,2025-08-12 12:03:43,2025-10-31 17:40:46,1925.6175,0.0,0.0
15,Amanda,Moore,xswanson@taylor.com,Kidd PLC,2024-01-14,Referral,2024-01-14,9968,Albert Maxwell,44203,Negotiation,2025-06-22,2025-10-30,5758.0,Cole Collins,Email,2024-11-26 13:35:00,2025-10-31 17:39:45,8140.079166666666,0.0,0.0
18,Andres,Ball,jblack@leon.net,Patterson LLC,2025-05-07,Social Media,2025-05-07,577,Ann Davis,10815,Proposal,2025-08-13,2025-10-30,,,,,,,0.0,0.0
18,Andres,Ball,jblack@leon.net,Patterson LLC,2025-05-07,Social Media,2025-05-07,6821,Colin Mullins,9712,Closed Lost,2024-12-21,2025-10-30,,,,,,,0.0,0.0
19,Sydney,Hill,danielsdesiree@johnston.biz,Smith Group,2024-02-17,Website,2024-02-17,2327,Steve Woods,7801,Qualified,2024-12-03,2025-10-30,,,,,,,0.0,0.0
19,Sydney,Hill,danielsdesiree@johnston.biz,Smith Group,2024-02-17,Website,2024-02-17,5029,Darlene Henderson,28931,Qualified,2025-03-01,2025-10-30,,,,,,,0.0,0.0
19,Sydney,Hill,danielsdesiree@johnston.biz,Smith Group,2024-02-17,Website,2024-02-17,7089,Melissa Woodard,39839,Closed Won,2025-05-12,2025-10-30,,,,,,,1.0,61702.0
19,Sydney,Hill,danielsdesiree@johnston.biz,Smith Group,2024-02-17,Website,2024-02-17,9353,Donna Ingram,21863,Closed Won,2025-01-18,2025-10-30,,,,,,,1.0,61702.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,1120,Terry Mccormick,45180,Proposal,2025-09-22,2025-10-30,3738.0,Tommy Meyers,Meeting,2025-01-14 17:21:54,2025-10-31 17:41:15,6960.3225,0.0,0.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,1120,Terry Mccormick,45180,Proposal,2025-09-22,2025-10-30,6990.0,Donna Butler,Call,2025-05-13 06:50:05,2025-10-31 17:38:36,4114.8086111111115,0.0,0.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,8122,Stephanie Gonzalez,31183,Prospecting,2024-11-08,2025-10-30,3738.0,Tommy Meyers,Meeting,2025-01-14 17:21:54,2025-10-31 17:41:15,6960.3225,0.0,0.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,8122,Stephanie Gonzalez,31183,Prospecting,2024-11-08,2025-10-30,6990.0,Donna Butler,Call,2025-05-13 06:50:05,2025-10-31 17:38:36,4114.8086111111115,0.0,0.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,9928,Ronald Nguyen,4517,Qualified,2024-11-04,2025-10-30,3738.0,Tommy Meyers,Meeting,2025-01-14 17:21:54,2025-10-31 17:41:15,6960.3225,0.0,0.0
21,Tina,Chang,williamjackson@hotmail.com,Moody-Foster,2024-06-09,Referral,2024-06-09,9928,Ronald Nguyen,4517,Qualified,2024-11-04,2025-10-30,6990.0,Donna Butler,Call,2025-05-13 06:50:05,2025-10-31 17:38:36,4114.8086111111115,0.0,0.0
22,Donald,Burton,rodriguezemily@gmail.com,Rosales PLC,2025-04-29,Social Media,2025-04-29,7558,Heidi Gonzalez,10748,Closed Won,2025-07-14,2025-10-30,,,,,,,1.0,10748.0
23,Nicholas,Park,carla92@ortiz-johnson.com,Vasquez-Medina,2024-10-31,Cold Call,2024-10-31,4019,Mr. Eugene Carlson,41394,Proposal,2025-03-17,2025-10-30,1458.0,Mary Mendoza,Email,2025-04-05 00:59:19,2025-10-31 17:37:35,5032.637777777778,0.0,0.0
27,Jaclyn,Hernandez,carrie36@bates.com,"Weaver, Friedman and Ochoa",2024-09-18,Email Campaign,2024-09-18,2427,Thomas Mejia,30969,Prospecting,2025-01-22,2025-10-30,2363.0,Angel Scott,Call,2025-01-02 00:51:39,2025-10-31 17:41:50,7264.836388888889,0.0,0.0
27,Jaclyn,Hernandez,carrie36@bates.com,"Weaver, Friedman and Ochoa",2024-09-18,Email Campaign,2024-09-18,2427,Thomas Mejia,30969,Prospecting,2025-01-22,2025-10-30,5412.0,Fernando Allen,Call,2025-05-27 22:41:23,2025-10-31 17:40:00,3762.9769444444446,0.0,0.0
28,Carolyn,Molina,ncalhoun@oliver.info,Harvey-Murphy,2024-04-30,Website,2024-04-30,1515,Dustin Turner,44070,Prospecting,2025-08-24,2025-10-30,1062.0,Dr. Dustin Sanders,Demo,2025-09-05 07:28:05,2025-10-31 17:42:11,1354.235,0.0,0.0
31,Amy,Waters,jennifer25@martin.info,Hill-Dixon,2024-11-18,Email Campaign,2024-11-18,2899,Danielle Young,23652,Negotiation,2025-10-20,2025-10-30,5114.0,Caitlyn Henderson,Call,2025-01-03 17:15:08,2025-10-31 17:36:47,7224.360833333333,0.0,0.0
31,Amy,Waters,jennifer25@martin.info,Hill-Dixon,2024-11-18,Email Campaign,2024-11-18,2899,Danielle Young,23652,Negotiation,2025-10-20,2025-10-30,6836.0,Kathleen Kim,Demo,2025-04-10 22:08:13,2025-10-31 17:37:39,4891.490555555555,0.0,0.0
31,Amy,Waters,jennifer25@martin.info,Hill-Dixon,2024-11-18,Email Campaign,2024-11-18,3849,Amanda Jones,33419,Proposal,2024-11-18,2025-10-30,5114.0,Caitlyn Henderson,Call,2025-01-03 17:15:08,2025-10-31 17:36:47,7224.360833333333,0.0,0.0
31,Amy,Waters,jennifer25@martin.info,Hill-Dixon,2024-11-18,Email Campaign,2024-11-18,3849,Amanda Jones,33419,Proposal,2024-11-18,2025-10-30,6836.0,Kathleen Kim,Demo,2025-04-10 22:08:13,2025-10-31 17:37:39,4891.490555555555,0.0,0.0
31,Amy,Waters,jennifer25@martin.info,Hill-Dixon,2024-11-18,Email Campaign,2024-11-18,4182,Amy Collins,5976,Closed Lost,2025-10-08,2025-10-30,5114.0,Caitlyn Henderson,Call,2025-01-03 17:15:08,2025-10-31 17:36:47,7224.360833333333,0.0,0.0
